timestamp,S 1 temperature,S 1 humidity,S 2 temperature,S 2 humidity,S 3 temperature,S 3 humidity,S 4 temperature,S 4 humidity,S 5 temperature,S 5 humidity,S 6 temperature,S 6 humidity,S 7 temperature,S 7 humidity,S 8 temperature,S 8 humidity,S 9 temperature,S 9 humidity,S 10 temperature,S 10 humidity,S 11 temperature,S 11 humidity,S 12 temperature,S 12 humidity,S 13 temperature,S 13 humidity,S 14 temperature,S 14 humidity,S 15 temperature,S 15 humidity,S 16 temperature,S 16 humidity,S 17 temperature,S 17 humidity
2022-04-27 12:08:00,38.54390717,74.19393921,38.91508484,84.59906769,38.60532379,86.16464233,38.40772247,76.99702454,38.75753403,76.15319824,38.63737106,66.13259888,38.97650146,80.36927032,38.61333466,74.55405426,38.72549057,78.87846375,39.2195015,71.88067627,39.12069702,77.97512817,38.75753403,87.35027313,38.9471283,83.59197235,39.17944717,90.96665955,39.41176605,83.9230957,39.12604141,60.4287796,42.36781693,54.48996735
2022-04-27 12:09:00,38.64271164,76.71320343,39.09666443,84.67841339,38.7869072,84.18859863,38.60799408,80.67597198,39.0138855,84.88441467,38.84832382,69.94888306,39.1741066,84.7959137,38.82162094,81.29091644,38.99519348,86.56748199,39.41710663,78.72281647,39.36102676,85.51613617,39.06996155,90.80796814,39.15808487,87.37316132,39.43579865,93.53932953,39.59601593,82.93278503,39.31029129,63.19371414,43.96200562,53.13191605
2022-04-27 12:10:00,38.89639282,75.3582077,39.32364273,79.84893799,38.98718262,80.48828888,38.90440369,82.81529236,39.39574432,86.61325836,39.16075516,70.49820709,39.49988556,85.02632141,39.14740372,83.08384705,39.35034561,85.68856049,39.72686386,79.35912323,39.61470795,85.78927612,39.33432388,88.8349762,39.44380951,86.7933197,39.74555588,91.02159119,39.8523674,79.27519989,39.55062103,64.3091507,45.07820129,51.96307373
2022-04-27 12:11:00,39.12069702,74.64560699,39.63340378,79.83825684,39.21416092,77.43495941,39.22751236,82.40329742,39.81765366,84.0680542,39.49988556,69.82070923,39.86571884,83.8223877,39.52925873,82.38040924,39.68680954,81.41756439,40.09536743,78.78691101,39.9671936,84.330513,39.60402679,83.05332947,39.75089645,84.02227783,40.04196167,84.82948303,40.15945816,76.81391907,39.81765366,64.62653351,45.76981735,51.5144577
2022-04-27 12:12:00,39.40375519,72.7412796,39.96185303,75.79766846,39.45449066,75.32006073,39.62271881,81.25276947,40.25291824,81.57778168,39.81231308,68.81971741,40.23155594,81.74868011,39.95117188,80.84992981,40.02593994,76.54383087,40.47722626,77.57839203,40.30899429,82.61692047,39.9004364,77.8576355,40.10604858,81.42214203,40.45319366,86.05020142,40.47188568,76.22338867,40.14076614,64.64331818,46.25047684,51.6533165
2022-04-27 12:13:00,39.69749069,72.358284,40.30098343,75.14610291,39.65209579,76.49347687,40.01792908,80.03662109,40.717556,79.00511169,40.1514473,68.06286621,40.68284225,80.16937256,40.35972977,78.69382477,40.36507034,72.07446289,40.87243271,76.91004944,40.73357773,79.94049072,40.18082047,73.94522095,40.50392914,78.16891479,40.80567551,78.48325348,40.74158859,73.85824585,40.47722626,63.73846054,46.5762558,51.4274826
2022-04-27 12:14:00,40.00724792,71.66704559,40.6240921,73.08613586,39.8523674,75.73357391,40.42649078,77.90341187,41.18219376,76.56061554,40.47722626,67.40978241,41.10475159,77.77523804,40.81101608,76.90394592,40.73357773,69.28664398,41.29701614,75.43450165,41.11276245,77.09315491,40.4905777,73.19142151,40.8297081,80.35706329,41.20355606,76.11810303,41.05134583,72.23773193,40.8297081,62.32242203,46.78721237,51.59685516
2022-04-27 12:15:00,40.33302689,71.79827881,40.97924805,76.8764801,40.07667542,74.89433289,40.80834579,76.35462189,41.62012482,74.08407593,40.78965378,66.72159576,41.48661041,75.97467041,41.22224808,74.76158142,41.0566864,67.50591278,41.6948967,73.9559021,41.46524811,74.85313416,40.77363205,72.48493195,41.19821548,78.09414673,41.56938934,74.57389069,41.3076973,71.36492157,41.15282059,62.10269165,46.95811462,51.20775223
2022-04-27 12:16:00,40.61341095,73.98641968,41.43053436,85.20484924,40.30632401,78.44205475,41.21957779,74.73258209,42.01533508,71.95391846,41.07003784,65.97085571,41.88182068,73.31044769,41.6281395,72.73212433,41.38246918,67.78057861,42.06072998,71.67162323,41.84710312,72.72754669,41.02731323,72.73212433,41.50530243,74.91569519,41.921875,72.97016907,41.53200531,70.92088318,41.49195099,61.57167816,47.01419067,51.28557205
2022-04-27 12:17:00,40.97924805,79.25841522,41.88449097,87.96368408,40.53063202,80.38300323,41.61211395,72.92591858,42.43724823,70.07858276,41.36911392,65.82131958,42.24765396,70.97886658,41.99397278,71.03074646,41.65217209,68.58014679,42.45594025,69.74898529,42.20225906,71.08110046,41.25162125,72.81147766,41.84710312,72.76570129,42.26367569,71.41832733,41.77500534,70.70420074,41.78835678,59.50865936,46.9848175,49.80392075
