timestamp,S 2 temperature,S 2 humidity,S 3 temperature,S 3 humidity,S 4 temperature,S 4 humidity,S 5 temperature,S 5 humidity,S 6 temperature,S 6 humidity,S 7 temperature,S 7 humidity,S 8 temperature,S 8 humidity,S 9 temperature,S 9 humidity,S 10 temperature,S 10 humidity,S 11 temperature,S 11 humidity,S 12 temperature,S 12 humidity,S 13 temperature,S 13 humidity,S 14 temperature,S 14 humidity,S 15 temperature,S 15 humidity,S 16 temperature,S 16 humidity,S 17 temperature,S 17 humidity,S 1 temperature,S 1 humidity
2022-03-18 17:57:00,,,,,,,,,,,,,,,,,,,,,,,,,,,36.63195419,74.5220108,41.42786407,64.20080566,,,36.18066788,71.25505829
2022-03-18 17:58:00,36.16464615,77.73708344,35.948349,83.52025604,36.29014969,72.68787384,36.13794327,76.47974396,36.2420845,74.94316101,,,36.39429474,74.23971558,36.33821487,74.01998901,36.44235992,74.04592896,36.46639252,74.1802063,36.38628387,84.03143311,36.70138168,75.99755859,36.78416061,75.37194061,36.68803024,76.42938995,41.48394012,65.20179749,43.78042221,59.02342224,36.26344681,72.96711731
2022-03-18 17:59:00,36.31952286,81.82498169,36.14862442,87.33654022,36.44235992,74.86686707,36.41832733,80.92774963,36.49576569,81.6052475,36.40497589,72.96253967,36.62126923,77.31594086,36.4930954,77.97055054,36.55451202,75.61455536,36.63729477,77.42733002,36.5144577,88.17883301,36.86960983,78.31388092,36.88296509,78.50614166,36.82688522,77.90188599,41.60944366,65.65041351,44.45601654,59.65514755,36.40497589,74.61814117
2022-03-18 18:00:00,36.51712799,84.05584717,36.34355545,89.05470276,36.58388519,75.31700897,36.6746788,81.57472992,36.77882004,83.92767334,36.74410629,75.32616425,36.84824753,78.2192688,36.70672226,79.58647919,36.73876572,76.00671387,36.83489609,78.48020172,36.68535995,90.29831696,37.08323669,79.30419159,37.06988525,79.56969452,37.01113892,79.30419159,41.75364304,66.2180481,44.83787155,59.29350662,36.63195419,76.02960205
2022-03-18 18:01:00,36.74677658,85.45662689,36.52513885,82.91142273,36.79484177,75.62676239,36.95773315,82.52231598,37.07522583,85.30861664,37.02716064,75.84649658,37.11795044,78.71671295,36.96040344,80.83314514,36.90966797,76.47058868,37.07522583,78.93797302,36.93637085,92.14312744,37.35026932,79.64598846,37.28084183,80.52948761,37.20874405,81.44503021,41.90585327,66.40726471,45.20637894,58.77470016,36.88296509,76.89631653
2022-03-18 18:02:00,37.0138092,86.14785767,36.7654686,85.69771576,37.00579834,76.07995605,37.22743607,82.61234283,37.38498688,86.21194458,37.35293961,76.25391388,37.41168976,78.9974823,37.25947952,81.77615356,37.17670059,76.87190247,37.34225845,79.54070282,37.20607376,93.22499084,37.61997223,80.4074173,37.46242523,81.27108002,37.41970062,81.9180603,42.06072998,66.68039703,45.55886078,57.63637924,37.19539261,77.1877594
2022-03-18 18:03:00,37.24078751,85.00648499,37.00579834,85.43679047,37.24612808,76.58350372,37.49713898,83.65300751,37.69474411,86.72464752,37.63866806,76.5056839,37.66804123,79.32250214,37.61196136,82.03707886,37.44373322,77.14656067,37.61196136,79.84741211,37.51850128,93.8109436,37.92706299,81.07881165,37.73212814,81.45113373,37.70275497,84.21148682,42.21828079,66.84672546,45.8712883,57.17708206,37.48912811,77.18928528
2022-03-18 18:04:00,37.52651215,84.13671875,37.27283096,84.13671875,37.45708466,77.10231018,37.75349045,83.58281708,37.97779846,86.40268707,37.91905212,76.77577209,37.95109558,79.51781464,37.98046875,81.86312866,37.75616074,77.3998642,37.89501953,80.52948761,37.78553391,92.9533844,38.21011734,80.81025696,37.98847961,81.77005005,37.92973328,83.43175507,42.3998642,67.10154724,46.15434647,57.44411469,37.81490707,76.97413635
2022-03-18 18:05:00,37.79354477,83.53704071,37.54253387,82.57572174,37.6974144,77.29457855,38.02319336,83.79949951,38.20210648,85.43373871,38.20477676,76.84138489,38.25017166,79.52696991,38.37567902,81.12153625,38.09529114,77.50972748,38.17807388,80.35553741,38.09529114,91.28404999,38.52254486,80.63019562,38.2421608,81.65102386,38.17006302,82.28275299,42.55474091,67.0252533,46.45342255,57.01686096,38.14068985,76.592659
2022-03-18 18:06:00,38.02052307,82.96635437,37.75349045,82.09048462,37.96177673,77.4212265,38.2635231,83.76745605,38.47180939,83.62096405,38.47447968,76.76203918,38.53322601,79.26604462,38.73083115,80.64392853,38.39170074,77.36629486,38.46379852,79.89471436,38.40505219,89.36141205,38.80292892,79.90692139,38.51186371,81.43740082,38.40772247,81.47859955,42.70962143,66.48966217,46.73380661,57.03974915,38.45311737,76.04333496
