timestamp,S 2 temperature,S 2 humidity,S 3 temperature,S 3 humidity,S 4 temperature,S 4 humidity,S 5 temperature,S 5 humidity,S 6 temperature,S 6 humidity,S 7 temperature,S 7 humidity,S 8 temperature,S 8 humidity,S 9 temperature,S 9 humidity,S 10 temperature,S 10 humidity,S 11 temperature,S 11 humidity,S 12 temperature,S 12 humidity,S 13 temperature,S 13 humidity,S 14 temperature,S 14 humidity,S 15 temperature,S 15 humidity,S 16 temperature,S 16 humidity,S 17 temperature,S 17 humidity,S 1 temperature,S 1 humidity
2022-03-30 16:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.16464615,71.72655487
2022-03-30 16:11:00,36.16464615,84.26947784,36.24475479,81.09407043,,,36.105896,88.22613525,,,,,36.153965,80.17700195,,,35.67864609,77.47615814,35.85755539,77.15113831,35.62256622,81.460289,36.31952286,82.98313904,36.15129471,76.34546661,36.04981995,77.27474213,40.45319366,57.16029739,42.1007843,55.40703583,36.29281998,75.30327606
2022-03-30 16:12:00,36.57320404,90.08773804,,,,,,,,,36.40497589,78.82810974,36.50644684,84.94392395,,,36.0605011,84.00091553,36.01243591,80.93385315,35.74006271,80.18310547,36.54383087,87.21903992,36.34622574,82.53604889,36.26344681,77.6455307,40.63477707,62.82749557,,,36.48775482,77.68215179
2022-03-30 16:13:00,36.88563538,89.64980316,,,,,,,36.55184174,76.91004944,36.68803024,79.60936737,,,,,36.39963531,83.99633789,36.23941422,81.17036438,35.92164612,81.62966156,,,36.62928391,83.8223877,36.46105194,78.20401001,40.86175156,63.27153397,,,36.80018234,78.80064392
2022-03-30 16:14:00,37.22743607,87.98199463,36.86426926,86.23025513,36.8802948,81.76089478,36.84557724,88.17425537,,,37.04051208,79.55596161,36.86159897,84.24810791,36.45037079,78.69077301,36.81086349,83.4149704,36.53582001,80.57221222,36.16197586,80.28839874,37.16868973,87.26024628,,,36.74410629,78.84031677,41.11543274,63.02281189,,,37.16601944,78.56717682
2022-03-30 16:15:00,37.63866806,85.55275726,,,37.25947952,80.95063782,37.20073318,86.00137329,36.83489609,76.74372101,,,37.21675491,82.34836578,36.73609543,78.06820679,37.24879837,81.41451263,36.87495041,79.79400635,,,37.48912811,86.02426147,37.33691788,81.02540588,,,41.39849091,62.18051529,,,37.59059906,78.11398315
2022-03-30 16:16:00,38.03387451,82.30106354,37.58525848,81.20240784,37.62798691,78.15823364,37.5825882,82.24154663,,,,,37.62798691,80.0,37.11795044,78.04379272,37.67338181,80.08544922,37.24345779,78.65262604,,,37.92706299,82.84275818,37.74547958,80.71717072,,,,,,,38.04188538,76.66590118
2022-03-30 16:17:00,38.47447968,79.85198975,37.96177673,79.22941589,38.02052307,76.78187561,37.96444702,81.72121429,37.5825882,76.34699249,38.16205215,74.52811432,38.07926941,78.24673462,37.4704361,77.21217346,38.151371,79.2889328,37.62798691,77.83016968,,,38.26886368,82.58182526,38.18341446,79.61394501,,,42.00465393,59.026474,44.21835709,52.96101379,38.47982025,74.83024597
2022-03-30 16:18:00,38.89906311,77.98123169,38.31692886,75.94262695,38.47180939,75.669487,38.35965347,80.25635529,37.96177673,75.31700897,38.61600494,74.04135132,38.53322601,77.25643158,37.8789978,76.49652863,38.61867523,77.94308472,38.06591797,76.74372101,,,38.63470078,80.72785187,38.62401581,78.58090973,37.74547958,78.3657608,42.31708145,59.56816864,44.52811432,53.35622025,38.90440369,73.70412445
2022-03-30 16:19:00,39.307621,76.08148193,38.65339279,73.15785217,38.84832382,75.29259491,38.80025864,78.71213531,38.35698318,73.91012573,,,,,38.31959915,75.41771698,39.06996155,76.88105774,38.47714996,75.80682373,,,38.93377686,79.53612518,39.06195068,76.18981934,,,42.59746552,59.50408173,44.61356354,50.39444733,39.35568619,72.61310577
2022-03-30 16:20:00,39.68947983,75.22087097,39.04859924,74.63339996,39.25688553,74.18325806,39.21149063,77.12519836,38.75219345,72.73822784,,,,,,,39.49454498,75.35210419,38.85633469,74.69748688,,,39.25421524,77.65010834,,,38.84565353,75.49401093,42.89387512,60.13428116,44.65629196,52.7428093,39.82299423,71.6517868
2022-03-30 16:21:00,40.07400513,73.59883881,39.36102676,73.04493713,39.66544724,72.52307892,39.62271881,75.27428436,39.09132385,71.71129608,,,39.93515015,72.91523743,39.2408638,73.10902405,39.93247986,74.22598267,39.25421524,73.5484848,37.86831284,78.54886627,39.56664276,76.28595734,,,39.18745804,74.53726959,43.13420486,58.16281509,,,40.21553421,70.57144928
2022-03-30 16:22:00,40.41313934,72.2255249,39.68146896,72.54444122,40.1033783,71.14060974,39.9912262,74.11459351,39.45983124,71.08872986,,,40.34637833,71.57091522,39.60936737,72.02868652,40.35705948,73.0403595,39.60669708,72.77027893,38.46379852,76.53009796,39.84969711,75.20713806,39.86838913,73.12733459,39.48386383,73.89028931,43.40390778,58.31692886,44.85122299,53.20820999,40.6240921,69.03791809
2022-03-30 16:23:00,40.7389183,71.05363464,39.95117188,71.67009735,40.49591827,69.89089966,40.31967545,73.89486694,39.76691818,70.68283844,,,40.69886398,70.17471313,,,40.72556686,70.33341217,39.97520447,71.31456757,,,40.14610672,73.37300873,40.65880966,70.4036026,,,43.61486053,56.65980148,44.96604919,47.41893768,40.99259949,67.94537354
2022-03-30 16:24:00,41.0353241,70.04653931,40.20485306,70.87968445,40.84840012,67.93469238,40.64278793,71.89135742,,,41.10742188,67.65544891,41.1234436,69.18592834,40.38643646,70.39292145,41.06202698,69.99160767,40.34370804,70.27085114,38.70145798,75.77935791,40.38643646,72.16143799,41.0112915,69.28969574,40.07667542,71.74333954,43.79911423,52.20264053,45.02212524,48.70985031,41.33172989,66.64530182
2022-03-30 16:25:00,41.32104874,69.81613159,40.45853424,70.20675659,41.11543274,67.81109619,40.92851257,71.79980469,40.38910675,68.33753204,41.44922638,67.2129364,41.44922638,68.23223877,40.6961937,69.39955902,41.41718292,69.40566254,40.65346909,69.66048431,39.04325867,74.65476227,40.64011765,71.51140594,41.33707047,68.47028351,40.35972977,70.90104675,43.99671936,53.79873276,45.10757446,50.74235153,41.68421555,65.85641479
2022-03-30 16:26:00,41.55870819,68.03234863,40.66949081,69.43618011,41.41184235,66.28214264,41.16617203,70.56839752,40.62943649,67.6707077,41.70557785,65.37575531,41.7616539,66.38895416,40.95254517,68.55725861,41.71358871,68.06744385,40.90982056,68.27497101,39.25421524,73.80789185,40.86709213,71.03379822,41.61745453,67.52727509,40.58403778,69.9961853,44.15427017,52.90608215,45.17700577,48.4565506,42.00732422,64.69824982
2022-03-30 16:27:00,41.77233505,66.87266541,40.85374069,68.96009827,41.65217209,64.00396729,41.36644363,67.20835876,40.88311768,67.23887634,41.95925903,64.48462677,,,41.17952347,67.70275116,41.95124817,67.26177216,41.16350174,67.67528534,39.45182037,73.29213715,41.07537842,69.74745941,41.873806,66.66361237,40.84038925,69.46059418,44.30914688,53.77737045,45.20637894,49.04707336,42.29037857,63.91546631
2022-03-30 16:28:00,41.95658875,65.91287231,41.02197266,68.26581573,,,41.53734589,65.89456177,41.03799438,66.33707428,42.15953445,64.0894165,42.11680603,65.57259369,41.3771286,67.24803162,42.1942482,66.16921997,41.36377335,66.81010437,39.67612839,73.08155823,41.2623024,68.94178772,42.08476257,66.1600647,41.06469727,69.08522034,44.46135712,52.28351212,45.1930275,47.74853134,42.55741119,62.56504059
