timestamp,mc 1,mc 2,mc 3,mc 4,mc 5
6/4/2022 12:11,20.4 ,20.8 ,20.4 ,20.0 ,22.6 
6/4/2022 13:52,21.6 ,22.9 ,20.1 ,23.9 ,24.6 
6/4/2022 15:13,22.6 ,24.3 ,21.6 ,24.9 ,22.9 
6/4/2022 16:25,24.4 ,22.9 ,22.3 ,21.0 ,21.4 
6/4/2022 17:35,21.4 ,20.0 ,19.7 ,25.1 ,21.7 
6/4/2022 18:24,20.9 ,20.9 ,22.3 ,22.9 ,23.6 
6/4/2022 19:30,21.8 ,21.2 ,24.6 ,23.9 ,22.1 
6/4/2022 20:30,,,,,
6/4/2022 21:30,22.9 ,23.9 ,25.6 ,26.1 ,27.3 
6/4/2022 22:30,23.1 ,23.6 ,23.3 ,23.5 ,22.6 
6/4/2022 23:30,27.5 ,24.6 ,24.6 ,26.6 ,24.0 
7/4/2022 0:30,26.0 ,25.5 ,24.6 ,25.3 ,23.3 
7/4/2022 1:30,18.3 ,20.3 ,20.3 ,20.0 ,17.5 
7/4/2022 2:30,18.7 ,18.2 ,18.6 ,19.6 ,19.1 
7/4/2022 3:30,15.8 ,16.8 ,17.5 ,17.8 ,17.1 
7/4/2022 4:30,18.8 ,16.1 ,15.8 ,15.7 ,15.2 
7/4/2022 5:30,15.3 ,17.0 ,15.2 ,14.6 ,14.9 
7/4/2022 6:30,14.5 ,19.1 ,14.2 ,13.6 ,14.3 
7/4/2022 7:30,14.2 ,11.2 ,13.1 ,13.4 ,13.5 
7/4/2022 8:30,13.2 ,13.7 ,13.0 ,12.8 ,12.8 
7/4/2022 9:30,14.3 ,13.5 ,14.2 ,14.3 ,14.3 
7/4/2022 10:15,12.6 ,13.1 ,13.3 ,12.9 ,12.8 
7/4/2022 11:15,11.1 ,9.9 ,9.7 ,10.4 ,10.8 
7/4/2022 12:15,10.7 ,9.6 ,10.3 ,9.8 ,9.8 
7/4/2022 13:15,9.9 ,10.4 ,9.2 ,9.3 ,10.2 
