timestamp,mc 1,mc 2,mc 3,mc 4,mc 5
12/4/2022 15:30,22.6 ,23.1 ,21.0 ,21.0 ,22.5 
12/4/2022 16:33,21.7 ,20.3 ,22.5 ,22.5 ,20.7 
12/4/2022 17:36,22.6 ,23.9 ,25.6 ,21.7 ,23.8 
12/4/2022 18:43,22.2 ,21.8 ,22.2 ,21.4 ,20.4 
12/4/2022 19:47,22.6 ,23.6 ,23.0 ,24.7 ,24.6 
12/4/2022 20:23,20.7 ,22.5 ,20.7 ,20.7 ,19.7 
12/4/2022 21:28,21.6 ,21.0 ,20.5 ,21.0 ,21.7 
12/4/2022 22:25,16.2 ,16.1 ,16.5 ,19.1 ,16.1 
12/4/2022 23:26,16.8 ,15.4 ,15.0 ,15.2 ,15.7 
13/4/2022 0:45,15.2 ,14.2 ,14.6 ,14.2 ,13.9 
13/4/2022 1:31,13.7 ,11.5 ,14.0 ,12.9 ,13.4 
13/4/2022 2:53,11.2 ,11.3 ,11.0 ,10.9 ,11.4 
13/4/2022 3:37,12.3 ,12.0 ,11.5 ,11.4 ,10.9 
13/4/2022 4:40,12.4 ,11.3 ,11.6 ,11.1 ,11.6 
13/4/2022 5:38,11.3 ,11.6 ,11.2 ,11.2 ,10.2 
13/4/2022 6:38,9.6 ,10.4 ,9.5 ,9.8 ,10.0 
