timestamp,mc 1,mc 2,mc 3,mc 4,mc 5
8/4/2022 11:57,25.6 ,21.7 ,28.8 ,23.8 ,24.2 
8/4/2022 13:07,22.7 ,2.04 ,22.3 ,23.0 ,22.0 
8/4/2022 14:16,21.7 ,19.7 ,21.7 ,20.6 ,21.0 
8/4/2022 15:11,19.9 ,23.6 ,21.7 ,22.3 ,22.3 
8/4/2022 16:18,21.8 ,21.4 ,22.3 ,24.0 ,22.9 
8/4/2022 17:17,23.8 ,21.6 ,22.5 ,20.0 ,25.1 
8/4/2022 18:14,22.5 ,20.9 ,21.8 ,22.2 ,24.2 
8/4/2022 19:16,21.3 ,21.0 ,20.9 ,20.5 ,21.6 
8/4/2022 19:49,19.9 ,19.7 ,18.6 ,21.0 ,23.6 
8/4/2022 21:30,23.5 ,23.3 ,25.6 ,25.6 ,25.2 
8/4/2022 22:22,23.3 ,26.4 ,22.9 ,25.5 ,22.9 
8/4/2022 23:19,19.5 ,19.6 ,21.4 ,20.8 ,18.8 
9/4/2022 0:17,15.5 ,21.8 ,21.7 ,17.9 ,18.3 
9/4/2022 1:23,17.9 ,16.1 ,16.5 ,20.7 ,16.6 
9/4/2022 2:15,15.2 ,15.5 ,14.6 ,15.3 ,14.8 
9/4/2022 3:22,20.4 ,20.9 ,21.0 ,20.9 ,20.4 
9/4/2022 4:24,18.8 ,20.3 ,19.4 ,17.9 ,18.4 
9/4/2022 5:24,16.5 ,15.1 ,15.5 ,15.8 ,16.0 
9/4/2022 6:26,15.3 ,15.7 ,16.0 ,15.8 ,14.9 
9/4/2022 7:23,13.9 ,13.7 ,13.1 ,13.8 ,13.4 
9/4/2022 8:21,13.5 ,14.1 ,13.2 ,12.9 ,13.3 
9/4/2022 9:45,9.9 ,10.3 ,9.8 ,10.2 ,10.5 
9/4/2022 10:50,,8.8 ,,9.2 ,
