timestamp,mc 1,mc 2,mc 3,mc 4,mc 5
12/4/2022 16:33,22.9 ,22.0 ,22.2 ,19.5 ,23.8 
12/4/2022 17:36,21.2 ,22.2 ,25.5 ,22.5 ,26.6 
12/4/2022 18:43,24.3 ,22.0 ,23.9 ,19.1 ,30.0 
12/4/2022 19:47,19.7 ,20.3 ,22.7 ,23.6 ,22.2 
12/4/2022 20:23,23.9 ,25.5 ,22.3 ,24.4 ,21.8 
12/4/2022 21:28,24.9 ,22.9 ,26.9 ,21.2 ,22.9 
12/4/2022 22:25,22.7 ,25.1 ,27.2 ,22.6 ,23.0 
12/4/2022 23:26,21.4 ,21.8 ,22.0 ,23.4 ,20.5 
13/4/2022 0:45,21.4 ,21.7 ,24.2 ,23.5 ,26.4 
13/4/2022 1:31,19.6 ,22.0 ,22.1 ,24.7 ,25.7 
13/4/2022 2:53,20.7 ,17.7 ,22.9 ,21.7 ,21.8 
13/4/2022 3:37,19.9 ,20.9 ,23.1 ,25.6 ,26.2 
13/4/2022 4:40,17.5 ,17.1 ,17.9 ,18.2 ,18.3 
13/4/2022 5:38,15.8 ,16.5 ,16.2 ,16.6 ,15.5 
13/4/2022 6:38,14.9 ,14.4 ,15.5 ,15.0 ,15.5 
13/4/2022 7:37,14.1 ,14.2 ,14.9 ,14.0 ,14.0 
13/4/2022 8:33,13.7 ,16.0 ,13.6 ,13.4 ,13.4 
13/4/2022 9:36,11.9 ,12.0 ,12.6 ,12.4 ,11.8 
13/4/2022 10:29,9.9 ,10.4 ,10.7 ,10.5 ,12.9 
13/4/2022 11:38,9.0 ,9.9 ,9.5 ,9.5 ,9.3 
