timestamp,mc 1,mc 2,mc 3,mc 4,mc 5
23/3/2022 0:54,23.5,26.5,29,24.8,22.5
23/3/2022 1:59,22.9,23.6,23.1,22.5,20.9
23/3/2022 2:59,22.9,25.1,22.6,24.3,26.5
23/3/2022 4:01,23.4,22.1,23.1,21,23.3
23/3/2022 5:00,21.6,22.9,23.3,26.5,21.7
23/3/2022 6:00,21.8,23,21.2,20.7,21.2
23/3/2022 7:00,21.2,19.4,21.7,22.7,21.4
23/3/2022 8:00,22.6,21.8,24.2,25.5,22.9
23/3/2022 9:26,20.1,19.6,21.4,19.2,20.9
23/3/2022 10:33,19.9,15.2,19,19,19.2
23/3/2022 11:42,16.9,14.9,15.3,15.9,15.9
23/3/2022 14:08,13.1,12.4,11.9,12.4,12.9
23/3/2022 15:05,12.1,13.1,11.6,12.6,11.1
23/3/2022 16:04,10.1,11.3,10.7,11,11
