timestamp,mc 1,mc 2,mc 3,mc 4,mc 5
27/04/2022 10:45,25.1,26.8,28.1,29,29.4
27/04/2022 11:39,30,28.1,25.6,29,27
27/04/2022 12:27,25.6,27.5,30,32,28.5
27/04/2022 14:52,25.1,27.3,30,25.1,26.8
27/04/2022 15:50,28.2,27.2,26,29,26.8
27/04/2022 16:43,28.8,27,28.1,26.8,30
27/04/2022 17:48,23.8,23,25.5,22,24.9
27/04/2022 18:49,25.6,21.4,22.5,21.2,20.1
27/04/2022 19:34,23.5,24.6,19,19.9,21.3
27/04/2022 22:32,16.6,15.5,17.7,15.8,16.5
27/04/2022 23:28,14.6,15.2,16.6,15.1,15.1
28/04/2022 0:30,14.8,14.3,16,14,13.4
28/04/2022 1:30,13.8,17.5,13.3,13.9,14.7
28/04/2022 2:30,14.7,14.1,12.5,13.7,13.3
28/04/2022 3:30,13.2,12.8,,12,12.6
